tokens	ner_tags	text
['WEDNESDAY', 'NITES', 'WE', 'CRANK', 'IT', 'UP', 'AT', 'VISIONS', 'LOUNGE', '!!!!!', '18+', 'NO', 'COLLEGE', 'ID', 'NEEDED', '!', 'LADIES', 'FREE', 'B4', '11PM', '!', 'VISIONS', 'LOUNGE', '(', '247', '1ST', 'AVE', 'HKY', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O']	WEDNESDAY NITES WE CRANK IT UP AT VISIONS LOUNGE !!!!! 18+ NO COLLEGE ID NEEDED ! LADIES FREE B4 11PM ! VISIONS LOUNGE ( 247 1ST AVE HKY )
['@Loserface_Laura', 'when', 'mike', 'lets', 'me', 'know', ',', 'I', 'will', 'let', 'you', 'know', '.', 'I', 'mean', 'everyone', 'might', 'just', 'switch', 'out', 'a', 'lot', '.']	['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	@Loserface_Laura when mike lets me know , I will let you know . I mean everyone might just switch out a lot .
['Check', 'this', 'video', 'out', '--', 'Three', 'Days', 'Grace', '-', 'Break', '(', 'Official', 'Music', 'Video', ')', '[', 'HQ', ']', '[URL]', 'via', '@youtube']	['O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Check this video out -- Three Days Grace - Break ( Official Music Video ) [ HQ ] [URL] via @youtube
['@lofolulu', 'RT', '@couponprincess', ':', 'Please', 'vote', 'for', 'me', 'to', 'be', 'a', 'Deal', 'Pro', 'in', 'Chicago', 'in', 'November', '!', 'TY', '[URL]', '-', 'DO', 'WHAT', '@LOFOLULU', 'SAYS', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	@lofolulu RT @couponprincess : Please vote for me to be a Deal Pro in Chicago in November ! TY [URL] - DO WHAT @LOFOLULU SAYS !
['Shows', 'Tonight-Local', 'Natives', '@TheMusicBoxLA', ',', 'Primus', '@ClubNokia', 'Marina&amp;Diamonds', '@ElReyTheatre', ',', 'Mystery', 'Jets', '@TheTroubadour', '(', 'via', '@TheScenestar', ')']	['O', 'O', 'B-group', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O']	Shows Tonight-Local Natives @TheMusicBoxLA , Primus @ClubNokia Marina&amp;Diamonds @ElReyTheatre , Mystery Jets @TheTroubadour ( via @TheScenestar )
['@geek', '@borkware', 'Somehow', 'my', 'iPad', 'in', 'Airplane', 'mode', 'with', 'WiFi', 'off', 'has', 'no', 'problem', 'connecting', 'to', 'internet', '.', 'Time', 'for', 'a', 'wipe', 'or', 'downgrade', '.']	['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	@geek @borkware Somehow my iPad in Airplane mode with WiFi off has no problem connecting to internet . Time for a wipe or downgrade .
['RT', '@ravenalexis', 'Wanna', 'meet', 'me', ',', '@jessejane', ',', '@rileysteele', ',', 'and', '@kayden_kross', '?', 'Come', 'to', 'the', 'Body', 'Heat', 'signing', 'at', 'Hustler', 'Hollywood', 'Sep', '23rd', '8-10pm']	['O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O']	RT @ravenalexis Wanna meet me , @jessejane , @rileysteele , and @kayden_kross ? Come to the Body Heat signing at Hustler Hollywood Sep 23rd 8-10pm
"['My', 'dad', 'is', 'laughing', 'because', 'in', 'some', 'translations', 'Mark', '14:30', 'says', ':', '""...', 'Before', 'the', 'COCK', 'crows', '..."".', ""I've"", 'never', 'been', 'so', 'proud', 'LOL']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"My dad is laughing because in some translations Mark 14:30 says : ""... Before the COCK crows ..."". I've never been so proud LOL"
['Apparently', '40', 'days', ',', '1', 'hour', ',', '49', 'mins', 'and', '36', 'seconds', 'to', 'Doha', '....']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']	Apparently 40 days , 1 hour , 49 mins and 36 seconds to Doha ....
['RT', '@Quotealicious', ':', 'Today', ',', 'I', 'saw', 'a', 'guy', 'driving', 'a', 'Pepsi', 'truck', ',', 'drinking', 'a', 'Coke', '.', 'MLIA', '#Quotealicious']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O']	RT @Quotealicious : Today , I saw a guy driving a Pepsi truck , drinking a Coke . MLIA #Quotealicious
"['After', 'I', 'pet', 'a', 'kitten', 'on', 'JFK', ',', 'the', 'owners', 'informed', 'me', 'it', ""'s"", ""'"", 'double-pawed', ""'"", '(', 'polydactyl)', ',', 'which', 'is', '""', 'a', 'form', 'of', 'retardation', 'in', 'the', 'animal', 'kingdom', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"After I pet a kitten on JFK , the owners informed me it 's ' double-pawed ' ( polydactyl) , which is "" a form of retardation in the animal kingdom """
"['@shoeboxL', 'Happy', 'Birthday', '!', 's/n', 'what', 'did', 'I', 'miss', 'in', 'Doc', 'Lewis', ""'"", 'class', 'today', '?', 'lol']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']	@shoeboxL Happy Birthday ! s/n what did I miss in Doc Lewis ' class today ? lol
"['RT', '@fresh_av8ted', ':', 'Tonight', '!', '""', 'Sex', 'In', 'The', 'City', '""', 'Pt', '.', '2', 'at', '#ZULA', '!', 'Hosted', 'By', ':', '30+', 'Beautiful', 'Ladies', '!', '[', 'PLz', 'RT', ']']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"RT @fresh_av8ted : Tonight ! "" Sex In The City "" Pt . 2 at #ZULA ! Hosted By : 30+ Beautiful Ladies ! [ PLz RT ]"
['Accounts', 'Payable', 'Coordinator', 'North', 'York', '-', '$37K', '(', '1', 'year', 'Contract)Location', ':', 'Toronto', ',', 'Ontario', ',', 'CANADA', '...', '[URL]', '#jobs']	['O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O']	Accounts Payable Coordinator North York - $37K ( 1 year Contract)Location : Toronto , Ontario , CANADA ... [URL] #jobs
['Whats', 'goin', 'on', '(', 'in', 'tally', ')', 'tonight', 'twitter', '!!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O']	Whats goin on ( in tally ) tonight twitter !!
"['VMAs', '.', '(', ':', 'I', 'control', 'my', 'own', 'life', ',', 'Charles', 'was', 'never', 'in', 'charge', '!!', 'It', ""'s"", 'def', 'one', 'of', 'THOSE', 'days', '.', 'Haha']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	VMAs . ( : I control my own life , Charles was never in charge !! It 's def one of THOSE days . Haha
['Beautiful', 'day', 'in', 'Chicago', '!', 'Nice', 'to', 'get', 'away', 'from', 'the', 'Florida', 'heat', '.']	['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']	Beautiful day in Chicago ! Nice to get away from the Florida heat .
"['Oscar', ""'s"", 'new', 'favorite', 'pass', 'time', 'is', 'running', 'as', 'fast', 'as', 'he', 'can', 'from', 'one', 'end', 'of', 'the', 'house', 'to', 'another', 'yelling', 'BuhBYYYYYE']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Oscar 's new favorite pass time is running as fast as he can from one end of the house to another yelling BuhBYYYYYE
"['A', 'Hughie', ""O'Donoghue"", 'painting', ',', 'some', 'great', 'curvy', 'pots', 'and', 'intricately', 'illuminated', 'Persian', 'books', '..', 'time', 'well', 'spent', 'in', 'the', 'Fitzwilliam', '.']"	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O']	A Hughie O'Donoghue painting , some great curvy pots and intricately illuminated Persian books .. time well spent in the Fitzwilliam .
['I', 'think', 'one', 'of', 'the', 'coolest', 'things', 'to', 'do', 'would', 'be', 'to', 'hang', 'out', 'with', 'the', 'Rza', 'for', 'a', 'day', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']	I think one of the coolest things to do would be to hang out with the Rza for a day .
['Katie', 'up', '6-0', 'after', '1st']	['B-person', 'O', 'O', 'O', 'O']	Katie up 6-0 after 1st
['@skaffbm', 'love', 'that', 'sonngg', '!!', 'are', 'u', 'going', 'to', 'his', 'concert', 'when', 'he', 'goes', 'to', 'richmond', '??']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']	@skaffbm love that sonngg !! are u going to his concert when he goes to richmond ??
['RT', '@JoeCienkowski', ':', 'When', 'people', 'try', 'to', 'say', 'how', 'mean', 'and', 'harsh', 'God', 'was', ',', 'remind', 'them', 'the', 'true', 'nature', 'of', 'God', 'came', 'in', 'the', 'person', 'of', 'Jesus', 'Christ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person']	RT @JoeCienkowski : When people try to say how mean and harsh God was , remind them the true nature of God came in the person of Jesus Christ
['Looking', 'for', 'something', 'to', 'do', 'tonight', '?', 'Samuel', 'Savoirfaire', 'Williams', 'at', 'Potbelly', 'Lincoln', 'Park', 'in', 'Chicago', ',', 'IL', '[URL]']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'O', 'B-location', 'O']	Looking for something to do tonight ? Samuel Savoirfaire Williams at Potbelly Lincoln Park in Chicago , IL [URL]
['Gotta', 'dress', 'up', 'for', 'london', 'fashion', 'week', 'and', 'party', 'in', 'style', '!']	['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Gotta dress up for london fashion week and party in style !
['The', 'day', 'you', 'left', 'us', 'was', 'a', 'day', 'we', 'lost', 'a', 'loved', 'one', '.', 'But', 'we', 'will', 'never', 'leave', 'you', ',', 'Michael', '.', 'All', 'our', 'love', 'forever', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']	The day you left us was a day we lost a loved one . But we will never leave you , Michael . All our love forever .
['had', 'a', 'great', 'day', 'courtesy', 'of', 'my', 'morning', 'that', 'I', 'had', 'talking', 'to', 'Rashad', '...', ':)']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']	had a great day courtesy of my morning that I had talking to Rashad ... :)
['today', 'in', 'a', 'nutshell', ';', 'abusing', 'blind', 'people', ',', 'seducing', 'teachers', ',', 'chinese', 'takeaways', ',', 'gatt', 'holly', ',', 'phil', 'collins', ',', 'the', 'skin', 'of', 'a', 'goblins', 'nose', ',', 'lush']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation']	today in a nutshell ; abusing blind people , seducing teachers , chinese takeaways , gatt holly , phil collins , the skin of a goblins nose , lush
"['Jessum', ""'s"", 'Question', 'of', 'teh', 'Day', ':', 'who', ""'s"", 'you', 'favorite', 'sidekick', '?', 'Yesterday', ""'s"", 'results', ':', '[URL]']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Jessum 's Question of teh Day : who 's you favorite sidekick ? Yesterday 's results : [URL]
['the', 'current', 'library', 'plan', 'is', 'to', 'go', 'Monday', 'morning', '.', 'first', 'books', 'on', 'shelves', ',', 'then', 'holds', ',', 'then', 'check', 'bookstore', 'on', 'way', 'home', 'for', 'The', 'Replacement', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']	the current library plan is to go Monday morning . first books on shelves , then holds , then check bookstore on way home for The Replacement .
['Ha', '!', 'RT', '@julie_cook', ':', 'thanks', 'port', 'city', 'java', 'for', 'the', 'caffeine', '.', 'not', 'so', 'sure', 'my', 'coworkers', 'will', 'be', 'as', 'pleased', 'when', 'i', 'start', 'shooting', 'off', 'emails', 'at']	['O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Ha ! RT @julie_cook : thanks port city java for the caffeine . not so sure my coworkers will be as pleased when i start shooting off emails at
['RT', '@pinkbikeralph', ':', 'Working', 'at', 'BAR', 'tonight', '.', '1309', 'sansom', 'st', '.', 'More', 'secrets', 'than', 'Copa', '.', 'Shhhhh', '...']	['O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	RT @pinkbikeralph : Working at BAR tonight . 1309 sansom st . More secrets than Copa . Shhhhh ...
['Bonfire', 'tonite', '.', 'All', 'are', 'welcome', ',', 'joe', 'included']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']	Bonfire tonite . All are welcome , joe included
['Is', 'Joaquin', 'Phoenix', 'Our', 'Modern', 'Day', 'Andy', 'Kaufman', '?:', '...', 'the', 'bizarre', 'events', 'leading', 'up', 'to', 'this', 'moment', ',', 'the', 'movie', 'could', '...', '[URL]']	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Is Joaquin Phoenix Our Modern Day Andy Kaufman ?: ... the bizarre events leading up to this moment , the movie could ... [URL]
['DUDE', 'I', 'CAN', 'WATCH', 'JENNIFERS', 'BODY', ':O', 'I', 'KNOW', 'WHAT', 'IMMA', 'BE', 'DOING', 'ALL', 'WEEK', 'xD', 'I', 'LOVE', 'THESE', 'MOVIES', '!']	['O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	DUDE I CAN WATCH JENNIFERS BODY :O I KNOW WHAT IMMA BE DOING ALL WEEK xD I LOVE THESE MOVIES !
['Apparently', '#turningpoint', 'has', 'a', 'hash-tag', '.', 'And', '@RoundhouseLDN', 'has', 'a', 'Twitter', 'account', '.', 'So', 'with', 'the', 'formalities', 'over', '...', 'see', 'you', 'tomorrow', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Apparently #turningpoint has a hash-tag . And @RoundhouseLDN has a Twitter account . So with the formalities over ... see you tomorrow .
['Just', 'casually', 'stalking', 'Cheryl', 'AND', 'Dermot', 'tomorrow', '....', 'NO', 'BIGGIE']	['O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']	Just casually stalking Cheryl AND Dermot tomorrow .... NO BIGGIE
"['I', 'just', 'took', '""', 'When', 'your', 'mom', 'makes', 'you', 'go', 'live', 'with', 'your', 'dad', 'Scooter', 'Braun', ',', 'your', 'life', 'turns', '...""', 'and', 'got', ':', 'Part', '2', '!', 'Try', 'it', ':', '[URL]']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"I just took "" When your mom makes you go live with your dad Scooter Braun , your life turns ..."" and got : Part 2 ! Try it : [URL]"
['Hope', 'to', 'see', 'you', 'tonight', 'at', 'Morgan', 'Le', 'Fays', '!!', 'Great', 'time', ':)']	['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O']	Hope to see you tonight at Morgan Le Fays !! Great time :)
"['#lindsaylohan', 'US', '-', 'Lindsay', 'Lohan', ':', 'Failed', 'Drug', 'Test', 'Report', 'Is', '&quot;', 'Nuts', '&quot;:', 'After', 'it', ""'s"", 'reported', 'that', 'she', 'flunked', 'a', 'drug', '...', '[URL]']"	['O', 'B-location', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	#lindsaylohan US - Lindsay Lohan : Failed Drug Test Report Is &quot; Nuts &quot;: After it 's reported that she flunked a drug ... [URL]
['RT', '@LilTwist', ':', 'RT', 'this', 'if', 'you', 'want', 'me', 'to', 'go', 'back', 'live', 'on', 'Ustream', 'later', 'tonight']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O']	RT @LilTwist : RT this if you want me to go back live on Ustream later tonight
['Football', 'game', 'tonight', '!!!!!', 'V-I-K-I-N-G-S', '!!!!!!!']	['O', 'O', 'O', 'O', 'B-group', 'O']	Football game tonight !!!!! V-I-K-I-N-G-S !!!!!!!
